text,index,prompt,negative
陆深长腿迈出车外，一句话没说，脚下生风，大步走进了楼内,10,"best quality,masterpiece,illustration, an extremely delicate and beautiful,extremely detailed,CG,unity,8k wallpaper, The scene takes place outside a building, with着陆深 walking towards the inside with his long legs. He moves quickly, with the wind blowing by his side. As he enters the building, he stops and looks around, taking in the sights and sounds.","NSFW,sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, bad anatomy,(long hair:1.4),DeepNegative,(fat:1.2),facing away, looking away,tilted head, {Multiple people}, lowres,bad anatomy,bad hands, text, error, missing fingers,extra digit, fewer digits, cropped, worstquality, low quality, normal quality,jpegartifacts,signature, watermark, username,blurry,bad feet,cropped,poorly drawn hands,poorly drawn face,mutation,deformed,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,extra fingers,fewer digits,extra limbs,extra arms,extra legs,malformed limbs,fused fingers,too many fingers,long neck,cross-eyed,mutated hands,polar lowres,bad body,bad proportions,gross proportions,text,error,missing fingers,missing arms,missing legs,extra digit, extra arms, extra leg, extra foot,"
身后随行人员匆匆跟上,11,"best quality,masterpiece,illustration, an extremely delicate and beautiful,extremely detailed,CG,unity,8k wallpaper, The scene takes place behind the group of people, where one of them quickly follows after them.

The people are traveling in a vehicle and are getting close to a stop sign. The随行人员， who are trying to keep up with the group, can be seen running to catch up. The traffic is heavy and the speed at which the随行人员 is running can be seen causing some concern among the other drivers on the road.","NSFW,sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, bad anatomy,(long hair:1.4),DeepNegative,(fat:1.2),facing away, looking away,tilted head, {Multiple people}, lowres,bad anatomy,bad hands, text, error, missing fingers,extra digit, fewer digits, cropped, worstquality, low quality, normal quality,jpegartifacts,signature, watermark, username,blurry,bad feet,cropped,poorly drawn hands,poorly drawn face,mutation,deformed,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,extra fingers,fewer digits,extra limbs,extra arms,extra legs,malformed limbs,fused fingers,too many fingers,long neck,cross-eyed,mutated hands,polar lowres,bad body,bad proportions,gross proportions,text,error,missing fingers,missing arms,missing legs,extra digit, extra arms, extra leg, extra foot,"
秘书刘捷去跟地服沟通，得知他们的飞机还在加油，过来跟陆深说,12,"best quality,masterpiece,illustration, an extremely delicate and beautiful,extremely detailed,CG,unity,8k wallpaper, 秘书刘捷 (Li Z捷) approaches陆深 (Lun Xin) and speaks to them. 

Li Z捷： Hello, Mr.陆深. I'm here to check on your flight. We still have some fuel left, but the flight is expected to be delayed due to a power outage in one of the airports. 

陆深： Thank you for checking on my flight. I'm sorry to hear that. Is there anything I can do to help?

Li Z捷： No, it's not your fault. We'll just have to wait and see. I'm afraid we won't be able to fly tonight. 

陆深： Oh, I'm sorry to hear that. Can you tell me when we can expect to land?

Li Z捷： We're currently waiting for the pilot to confirm the landing time. But we should be able to land around 10:00 PM. 

陆深： Thank you again for everything. I appreciate your help.

Li Z捷： You're welcome, Mr.陆深. Let me know if there's anything else I can do for you.","NSFW,sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, bad anatomy,(long hair:1.4),DeepNegative,(fat:1.2),facing away, looking away,tilted head, {Multiple people}, lowres,bad anatomy,bad hands, text, error, missing fingers,extra digit, fewer digits, cropped, worstquality, low quality, normal quality,jpegartifacts,signature, watermark, username,blurry,bad feet,cropped,poorly drawn hands,poorly drawn face,mutation,deformed,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,extra fingers,fewer digits,extra limbs,extra arms,extra legs,malformed limbs,fused fingers,too many fingers,long neck,cross-eyed,mutated hands,polar lowres,bad body,bad proportions,gross proportions,text,error,missing fingers,missing arms,missing legs,extra digit, extra arms, extra leg, extra foot,"
“大概还要等十五分钟,13,"best quality,masterpiece,illustration, an extremely delicate and beautiful,extremely detailed,CG,unity,8k wallpaper, 画面：一个大厅，里面有很多人，场面非常热闹。其中一个人拿着一张地图，正在研究着什么。其他人都在等待，看起来有些不耐烦。

英文单词：人山人海，疲惫不堪，不耐烦。","NSFW,sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, bad anatomy,(long hair:1.4),DeepNegative,(fat:1.2),facing away, looking away,tilted head, {Multiple people}, lowres,bad anatomy,bad hands, text, error, missing fingers,extra digit, fewer digits, cropped, worstquality, low quality, normal quality,jpegartifacts,signature, watermark, username,blurry,bad feet,cropped,poorly drawn hands,poorly drawn face,mutation,deformed,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,extra fingers,fewer digits,extra limbs,extra arms,extra legs,malformed limbs,fused fingers,too many fingers,long neck,cross-eyed,mutated hands,polar lowres,bad body,bad proportions,gross proportions,text,error,missing fingers,missing arms,missing legs,extra digit, extra arms, extra leg, extra foot,"
”陆深点头，靠在沙发里随手翻起杂志,14,"best quality,masterpiece,illustration, an extremely delicate and beautiful,extremely detailed,CG,unity,8k wallpaper, A scene with Chinese characters, ""陆深"" sitting on a couch, nodding while随手翻开 a magazine. 

The scene could be represented by the following words in English:

* ""L u sh e,"" sitting on a couch, nodding while turning over a magazine.
* ""L u sh e,"" sitting on a couch, looking up with a nod, and turning over a magazine.
* ""L u sh e,"" sitting on a couch, looking up with a nod, and picking up a magazine.
* ""L u sh e,"" sitting on a couch, looking up with a nod, and turning over a magazine.","NSFW,sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, bad anatomy,(long hair:1.4),DeepNegative,(fat:1.2),facing away, looking away,tilted head, {Multiple people}, lowres,bad anatomy,bad hands, text, error, missing fingers,extra digit, fewer digits, cropped, worstquality, low quality, normal quality,jpegartifacts,signature, watermark, username,blurry,bad feet,cropped,poorly drawn hands,poorly drawn face,mutation,deformed,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,extra fingers,fewer digits,extra limbs,extra arms,extra legs,malformed limbs,fused fingers,too many fingers,long neck,cross-eyed,mutated hands,polar lowres,bad body,bad proportions,gross proportions,text,error,missing fingers,missing arms,missing legs,extra digit, extra arms, extra leg, extra foot,"
刘捷继续跟他报告：“还有就是，前两天邓机长生病进医院了，以后不知道还能不能飞，公务机公司临时安排了个人来替代他，说是刚从国外回来的，我们要是满意，可以直接把人要过来，我看了一下简历，虽然年轻，飞行经验倒是很丰富，也是机长级别的，如果可以就用他，也免得我们自己再另外请人了,15,"best quality,masterpiece,illustration, an extremely delicate and beautiful,extremely detailed,CG,unity,8k wallpaper, The scene is a meeting room where Liu Jin is reporting to someone. In the background, a pilot，邓机长， is seen sitting in a hospital bed, looking tired. Liu Jin continues, ""Another thing is that Dr. Dan has been sick for the past two days and we don't know if he will be able to fly again. The private aviation company has arranged for someone to take over his duties, saying that they just returned from abroad. We could ask them to bring the person over if we're satisfied. I checked their resume and they have a lot of flight experience, even at the pilot level. If possible, we could use them, so that we don't have to hire someone else.""

The room is filled with anxiety as the speaker continues to talk about the situation. The pilot in the hospital is seen as a potential replacement, and the speaker is unsure if they should use the person or not. The background is filled with sounds of medical procedures and the typing on a computer.","NSFW,sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, bad anatomy,(long hair:1.4),DeepNegative,(fat:1.2),facing away, looking away,tilted head, {Multiple people}, lowres,bad anatomy,bad hands, text, error, missing fingers,extra digit, fewer digits, cropped, worstquality, low quality, normal quality,jpegartifacts,signature, watermark, username,blurry,bad feet,cropped,poorly drawn hands,poorly drawn face,mutation,deformed,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,extra fingers,fewer digits,extra limbs,extra arms,extra legs,malformed limbs,fused fingers,too many fingers,long neck,cross-eyed,mutated hands,polar lowres,bad body,bad proportions,gross proportions,text,error,missing fingers,missing arms,missing legs,extra digit, extra arms, extra leg, extra foot,"
”“你看着办,16,"best quality,masterpiece,illustration, an extremely delicate and beautiful,extremely detailed,CG,unity,8k wallpaper, 画面： A person is giving a advice to another person, who is in a difficult situation. The person is trying to help the other person find a solution, but the other person seems not to be listening. The person looks worried and the other person continues to speak without paying attention. 

英文单词： Advice, situation, help, listen, worried, solution, looking, difficult.","NSFW,sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, bad anatomy,(long hair:1.4),DeepNegative,(fat:1.2),facing away, looking away,tilted head, {Multiple people}, lowres,bad anatomy,bad hands, text, error, missing fingers,extra digit, fewer digits, cropped, worstquality, low quality, normal quality,jpegartifacts,signature, watermark, username,blurry,bad feet,cropped,poorly drawn hands,poorly drawn face,mutation,deformed,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,extra fingers,fewer digits,extra limbs,extra arms,extra legs,malformed limbs,fused fingers,too many fingers,long neck,cross-eyed,mutated hands,polar lowres,bad body,bad proportions,gross proportions,text,error,missing fingers,missing arms,missing legs,extra digit, extra arms, extra leg, extra foot,"
”陆深淡声扔出这句，杂志又翻过一页，目光不经意落向前方玻璃幕墙外的停机坪时，倏忽顿住,17,"best quality,masterpiece,illustration, an extremely delicate and beautiful,extremely detailed,CG,unity,8k wallpaper, The scene is a city street in front of a glass幕墙 with a newspaper in one hand. The person's voice is deep and soft, and they throw the newspaper onto the ground. As they turn to look out the window, their eyes suddenly stop at a停机坪 beyond the glass幕墙.","NSFW,sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, bad anatomy,(long hair:1.4),DeepNegative,(fat:1.2),facing away, looking away,tilted head, {Multiple people}, lowres,bad anatomy,bad hands, text, error, missing fingers,extra digit, fewer digits, cropped, worstquality, low quality, normal quality,jpegartifacts,signature, watermark, username,blurry,bad feet,cropped,poorly drawn hands,poorly drawn face,mutation,deformed,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,extra fingers,fewer digits,extra limbs,extra arms,extra legs,malformed limbs,fused fingers,too many fingers,long neck,cross-eyed,mutated hands,polar lowres,bad body,bad proportions,gross proportions,text,error,missing fingers,missing arms,missing legs,extra digit, extra arms, extra leg, extra foot,"
停机坪上，老机长做完绕机检查先上了飞机，留封肆独自在这里监督机务加油,18,"best quality,masterpiece,illustration, an extremely delicate and beautiful,extremely detailed,CG,unity,8k wallpaper, The scene takes place on a停机坪， with a seasoned flight instructor，封肆，独自 standing behind a飞机， conducting a thorough check-in. The instructor has completed his绕机检查 and has made his way to the front of the plane, leaving封肆 to oversee the maintenance crew's加油站.

The air is thick with tension as封肆 begins to monitor the crew's activity. He looks over the list of required items and makes sure that all necessary maintenance is being done. The crew members, including the flight engineer and mechanic, are working efficiently, ensuring the safety of the plane and its passengers.

As封肆 continues to watch, he becomes increasingly concerned about the state of the plane's engine. The flight engineer approaches him and reports that the engine is running smoothly, but they still need to add fuel.封肆 takes this information and moves to the side of the plane, ready to assist in the加油站.

The mechanic begins to fill the fuel tank, and封肆 stays behind to make sure that everything is being done correctly. He watches as the fuel is added and the engine starts to roar again. He looks over at the flight engineer, who is checking the other parts of the engine.

As the加油站 is completed，封肆 turns back to the plane and looks at the flight engineer. They both nod in agreement, and封肆 begins to step back to give the crew time to finish their tasks before the plane takes off.","NSFW,sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, bad anatomy,(long hair:1.4),DeepNegative,(fat:1.2),facing away, looking away,tilted head, {Multiple people}, lowres,bad anatomy,bad hands, text, error, missing fingers,extra digit, fewer digits, cropped, worstquality, low quality, normal quality,jpegartifacts,signature, watermark, username,blurry,bad feet,cropped,poorly drawn hands,poorly drawn face,mutation,deformed,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,extra fingers,fewer digits,extra limbs,extra arms,extra legs,malformed limbs,fused fingers,too many fingers,long neck,cross-eyed,mutated hands,polar lowres,bad body,bad proportions,gross proportions,text,error,missing fingers,missing arms,missing legs,extra digit, extra arms, extra leg, extra foot,"
他双手随意插着裤兜，反光背心罩在机师制服上，姿态懒散，机师帽扣脑袋上遮住了眼睛，但高挺的鼻梁，往下延伸至略薄的嘴唇，和弧度完美的下颌线条，却一览无遗,19,"best quality,masterpiece,illustration, an extremely delicate and beautiful,extremely detailed,CG,unity,8k wallpaper, A man is depicted with his hands freely placed in his pocket, his 反光背心 covering his pilot's uniform. His posture is relaxed, with the pilot's帽扣 on his head covering his eyes. Despite this, there is a high-挺鼻梁， which向下延伸 into a thin and delicate lips, and a perfectly formed jawline that is clearly visible. The overall effect is one of懒散 and ease, yet stillness and elegance.","NSFW,sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, bad anatomy,(long hair:1.4),DeepNegative,(fat:1.2),facing away, looking away,tilted head, {Multiple people}, lowres,bad anatomy,bad hands, text, error, missing fingers,extra digit, fewer digits, cropped, worstquality, low quality, normal quality,jpegartifacts,signature, watermark, username,blurry,bad feet,cropped,poorly drawn hands,poorly drawn face,mutation,deformed,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,extra fingers,fewer digits,extra limbs,extra arms,extra legs,malformed limbs,fused fingers,too many fingers,long neck,cross-eyed,mutated hands,polar lowres,bad body,bad proportions,gross proportions,text,error,missing fingers,missing arms,missing legs,extra digit, extra arms, extra leg, extra foot,"
